index,user_id,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
147,362007,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1326,362022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
156,362485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
147,362497,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
58,362648,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1327,362663,9.0,0.0,0.0,9.0,0.0,3.0,0.0,3.0,12.0,0.0,0.0,3.0,0.0,0.0
Unnamed 1328,362823,21.0,15.0,0.0,21.0,0.0,18.0,0.0,21.0,27.0,0.0,3.0,3.0,0.0,0.0
Unnamed 1329,362955,15.0,6.0,12.0,6.0,6.0,3.0,0.0,9.0,12.0,0.0,0.0,9.0,0.0,3.0
Unnamed 1330,363116,27.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,27.0,0.0,0.0,3.0,0.0,0.0
Unnamed 1331,363428,3.0,3.0,3.0,0.0,0.0,9.0,0.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0
Unnamed 1332,363490,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,9.0,3.0,0.0
Unnamed 1333,363789,18.0,3.0,0.0,9.0,0.0,18.0,0.0,18.0,21.0,0.0,6.0,0.0,0.0,0.0
106,363802,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1334,363915,3.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0
156,364004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1,364028,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1335,364194,3.0,0.0,0.0,3.0,0.0,9.0,0.0,14.0,3.0,0.0,9.0,0.0,0.0,0.0
Unnamed 1336,364331,0.0,6.0,0.0,3.0,0.0,6.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0
156,364353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
147,364361,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1337,364400,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0
Unnamed 1338,364413,30.0,0.0,0.0,12.0,3.0,3.0,0.0,0.0,36.0,0.0,3.0,0.0,0.0,0.0
156,364499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
106,364710,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1339,364873,3.0,9.0,3.0,6.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
156,365029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1340,365035,9.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0
Unnamed 1341,365062,15.0,6.0,6.0,9.0,6.0,12.0,0.0,15.0,15.0,0.0,0.0,9.0,6.0,0.0
Unnamed 1342,365096,18.0,3.0,3.0,12.0,3.0,12.0,0.0,12.0,18.0,0.0,6.0,0.0,0.0,3.0
Unnamed 1343,365143,3.0,0.0,6.0,0.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0
Unnamed 1344,365255,9.0,3.0,0.0,3.0,0.0,6.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1345,365316,21.0,0.0,3.0,15.0,3.0,6.0,0.0,14.0,18.0,0.0,9.0,0.0,0.0,0.0
156,365399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1346,365432,3.0,3.0,0.0,3.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
156,365489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1347,365529,9.0,12.0,0.0,6.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0
Unnamed 1348,365538,9.0,3.0,3.0,6.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1349,365677,9.0,6.0,3.0,6.0,0.0,3.0,0.0,3.0,9.0,0.0,0.0,9.0,0.0,9.0
156,365718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1350,365722,6.0,3.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,3.0
106,365797,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,365805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
176,365820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1351,365843,6.0,6.0,0.0,0.0,0.0,9.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0
Unnamed 1352,365857,9.0,0.0,15.0,6.0,6.0,6.0,0.0,0.0,9.0,3.0,0.0,9.0,0.0,0.0
156,365903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1353,365945,6.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
57,366071,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1354,366155,9.0,0.0,3.0,9.0,0.0,3.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0
Unnamed 1355,366157,15.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,12.0,0.0,6.0,0.0,0.0,0.0
Unnamed 1356,366201,0.0,3.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0
156,366359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
156,366393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
156,366397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
106,366508,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1357,366523,3.0,12.0,3.0,6.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0
Unnamed 1358,366615,3.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,6.0
156,366627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1359,366653,3.0,6.0,3.0,6.0,0.0,6.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0
Unnamed 1360,366740,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
83,366773,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 1361,366780,3.0,3.0,3.0,6.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1362,366796,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,3.0,3.0,0.0,0.0,0.0
Unnamed 1363,366882,0.0,3.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0
156,366901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1364,366930,4.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1365,366945,6.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,3.0
Unnamed 1366,367075,18.0,0.0,3.0,12.0,0.0,3.0,0.0,15.0,15.0,0.0,3.0,0.0,0.0,0.0
Unnamed 1367,367108,30.0,3.0,0.0,3.0,0.0,3.0,0.0,6.0,27.0,0.0,0.0,12.0,0.0,0.0
147,367193,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1368,367229,12.0,3.0,6.0,9.0,3.0,21.0,0.0,18.0,3.0,3.0,9.0,3.0,0.0,3.0
106,367696,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1369,367731,27.0,9.0,0.0,9.0,0.0,3.0,0.0,15.0,27.0,0.0,6.0,0.0,0.0,0.0
Unnamed 1370,367769,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1371,367858,21.0,9.0,0.0,12.0,0.0,0.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0
106,367880,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,368316,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1372,368380,27.0,3.0,0.0,3.0,0.0,0.0,0.0,12.0,24.0,0.0,6.0,9.0,0.0,0.0
156,368489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1373,368575,3.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0
156,368856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1374,368867,12.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,9.0,0.0,0.0,6.0,0.0,3.0
156,368899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1375,368957,15.0,6.0,0.0,5.0,0.0,3.0,0.0,9.0,9.0,0.0,9.0,3.0,0.0,0.0
Unnamed 1376,368969,6.0,12.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,3.0,12.0,3.0,0.0,6.0
Unnamed 1377,369181,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0
Unnamed 1378,369196,3.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0
Unnamed 1379,369381,48.0,6.0,18.0,18.0,6.0,9.0,0.0,6.0,42.0,0.0,3.0,15.0,0.0,3.0
156,369494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1380,369591,6.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1381,369612,15.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0
30,369738,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
106,369744,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1382,369875,0.0,12.0,0.0,6.0,0.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1383,369882,0.0,0.0,12.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0
156,369953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1384,370018,3.0,12.0,0.0,6.0,0.0,6.0,0.0,15.0,3.0,0.0,6.0,3.0,0.0,3.0
Unnamed 1385,370125,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
156,370137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1386,370169,15.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,12.0,3.0,3.0,0.0,0.0,0.0
106,370257,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1387,370295,36.0,9.0,9.0,27.0,6.0,6.0,0.0,15.0,27.0,3.0,12.0,21.0,6.0,3.0
5,370452,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,370537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1388,370583,9.0,3.0,0.0,6.0,0.0,9.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1389,370713,9.0,12.0,0.0,9.0,0.0,9.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,3.0
Unnamed 1390,370717,0.0,0.0,0.0,3.0,0.0,9.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0
Unnamed 1391,370745,3.0,0.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0
Unnamed 1392,370905,6.0,6.0,12.0,3.0,6.0,3.0,0.0,9.0,6.0,3.0,3.0,3.0,0.0,3.0
Unnamed 1393,370925,0.0,3.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0
Unnamed 1394,370932,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1395,370964,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,3.0,0.0,0.0
156,371049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1396,371091,0.0,3.0,3.0,3.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0
Unnamed 1397,371167,9.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0
147,371355,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1398,371400,24.0,3.0,0.0,6.0,0.0,0.0,0.0,6.0,24.0,0.0,0.0,3.0,0.0,0.0
156,371428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1399,371509,9.0,3.0,3.0,6.0,0.0,15.0,0.0,6.0,15.0,0.0,3.0,3.0,0.0,0.0
Unnamed 1400,371561,9.0,9.0,0.0,6.0,0.0,6.0,0.0,15.0,9.0,0.0,3.0,0.0,0.0,0.0
Unnamed 1401,371651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
57,371689,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29,371786,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1402,371848,0.0,0.0,0.0,3.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
176,371850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83,371864,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
176,371878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
57,371880,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
106,371979,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,372004,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1403,372155,3.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0
5,372296,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1404,372349,3.0,3.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1405,372482,45.0,12.0,12.0,21.0,3.0,18.0,0.0,21.0,42.0,0.0,9.0,18.0,0.0,6.0
156,372522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1406,372730,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1407,372823,21.0,3.0,0.0,3.0,0.0,12.0,0.0,0.0,21.0,0.0,3.0,0.0,0.0,0.0
106,372836,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,372895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
176,372990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1408,373063,12.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,3.0,0.0,0.0
Unnamed 1409,373076,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
156,373125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1410,373341,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1411,373387,6.0,0.0,3.0,6.0,0.0,6.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1412,373466,9.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0
156,373565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
156,374792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1413,374804,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0
Unnamed 1414,374832,3.0,0.0,0.0,3.0,0.0,12.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0
Unnamed 1415,374902,0.0,6.0,3.0,3.0,0.0,12.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
102,374911,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1416,374922,3.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0
Unnamed 1417,375355,12.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0
176,375376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
176,375441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1418,375447,3.0,0.0,3.0,3.0,0.0,6.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
176,375566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
106,375602,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1419,375665,6.0,9.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0
Unnamed 1420,375677,6.0,9.0,0.0,6.0,0.0,3.0,0.0,6.0,3.0,0.0,6.0,0.0,0.0,0.0
Unnamed 1421,375722,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0
156,375900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1422,375925,9.0,3.0,0.0,3.0,0.0,0.0,0.0,15.0,9.0,0.0,3.0,0.0,0.0,0.0
156,375959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83,376011,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 1423,376018,0.0,3.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1424,376107,6.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,6.0
156,376156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
156,376190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1425,376278,9.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1426,376300,3.0,12.0,0.0,6.0,0.0,6.0,0.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0
Unnamed 1427,376450,3.0,6.0,0.0,0.0,0.0,3.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
156,376588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
156,376643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1428,376756,3.0,9.0,0.0,3.0,0.0,3.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1429,376785,6.0,0.0,9.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0
147,376849,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1430,376858,0.0,3.0,0.0,3.0,0.0,3.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0
156,376875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1431,376893,12.0,12.0,0.0,15.0,0.0,9.0,0.0,12.0,3.0,0.0,12.0,0.0,0.0,0.0
Unnamed 1432,376894,2.0,2.0,2.0,2.0,0.0,4.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0
57,376936,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
57,376991,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
156,377204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
156,377275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1433,377431,12.0,9.0,3.0,15.0,0.0,12.0,0.0,21.0,12.0,0.0,3.0,3.0,0.0,6.0
Unnamed 1434,377519,15.0,3.0,0.0,3.0,0.0,0.0,0.0,12.0,12.0,0.0,6.0,3.0,0.0,0.0
Unnamed 1435,377662,3.0,3.0,6.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,6.0
Unnamed 1436,377824,3.0,0.0,0.0,6.0,0.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1437,377825,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0
Unnamed 1438,377956,9.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1439,378162,6.0,6.0,0.0,3.0,0.0,3.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1440,378177,0.0,12.0,0.0,6.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,6.0
106,378222,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,378405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
176,378419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
156,378530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
135,378824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
176,379189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1441,379401,6.0,9.0,3.0,12.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0
Unnamed 1442,379545,3.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1443,379553,12.0,0.0,0.0,12.0,3.0,0.0,0.0,3.0,12.0,0.0,3.0,9.0,3.0,3.0
Unnamed 1444,379605,6.0,0.0,0.0,9.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1445,379613,15.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0
156,379699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Unnamed 1446,379857,12.0,0.0,3.0,9.0,0.0,3.0,0.0,0.0,12.0,3.0,0.0,3.0,0.0,3.0
94,379889,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
106,380013,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed 1447,380063,3.0,9.0,0.0,6.0,0.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
83,380096,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unnamed 1448,380098,9.0,15.0,12.0,21.0,12.0,39.0,0.0,24.0,3.0,0.0,12.0,12.0,0.0,3.0
Unnamed 1449,380129,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
